tweetid	text
237	.@HCapriles se inscribió para la reelección: “Perdimos un juego, pero Miranda no regresará a la oscuridad” - http://t.co/fULnXX2d
238	.@HCapriles: “No tengan duda: a Miranda no van a regresar los tramposos” - http://t.co/2CsWcZx1 
239	@hcapriles sigo contigo en el camino , Venezuela te quiere , gracias por seguir en miranda http://t.co/gMK6LbJJ
240	@hcapriles esta prohibido rendirse, hay que seguir construyendo el camino del Progreso
241	e gobierno tiene sus lider para los cand ofic @hcapriles como seras el lider de oposicion
242	No queremos más excusas de @hcapriles. Miranda no será premio de consolación del candidato perdedor. ¡¡VAMOS A RECUPERAR MIRANDA!!!
243	No acostumbro dar #FF pero #FF para ti @hcapriles por tu gran Trabajo ☺♡
244	@hcapriles; Nadie se quede sin Votar en las elecciones de Gobernadores&gt;&gt; http://t.co/vXfaJbTm
245	@hcapriles es q acabo  d escuchar d ti en la Megaestereo d Panama y la energia d felicidad me nace en el pecho, luz q expande mi rostro. LUZ
246	Hoy estoy de cumpleaños y lo que mas deseo es que mi flaquito @hcapriles o @leopoldolopez me feliciten, o por lo menos un RT. Bendiciones!
247	@hcapriles suscribo estas palabras RT @NelsonBocaranda: ¡Se hace camino al andar! por Gabriel Reyes-  http://t.co/dYHqJXNl
248	No queremos más excusas de @hcapriles. Miranda no será premio de consolación del candidato perdedor. ¡¡VAMOS A RECUPERAR MIRANDA!!!
249	No queremos más excusas de @hcapriles. Miranda no será premio de consolación del candidato perdedor. ¡¡VAMOS A RECUPERAR MIRANDA!!!
250	@hcapriles Seguimos soñando con los pies en la Tierra. Saldremos de esta pesadilla. Te amamos Capriles!!
251	@hcapriles buenos días líder x q la gobernación t
252	¡Buenos días, venezolanos! Sigo trabajando para todos y por todos los venezolanos ¡Arriba Venezuela!. @HCapriles
253	Vamos a seguir luchando... Por Venezuela, con @hcapriles #HayUnCamino
254	@unidadvenezuela @hcapriles Si movías el brazo hacia   adelante votaba por Chávez; sino por Capriles. Exigir Nuevo diseño del paraban
255	Sí espero que un proyecto que lleva 14 años entienda que casi la mitad del país no está de acuerdo con esta opción @hcapriles
256	¡Buenos días, venezolanos! Sigo trabajando para todos y por todos los venezolanos ¡Arriba Venezuela!. @HCapriles
257	¡Buenos días, venezolanos! Sigo trabajando para todos y por todos los venezolanos ¡Arriba Venezuela!. @HCapriles
258	Sé parte del Progreso también en #Facebook, en el perfil oficial de @hcapriles http://t.co/MfzrMlJZ
259	¡Buenos días, venezolanos! Sigo trabajando para todos y por todos los venezolanos ¡Arriba Venezuela!. @HCapriles
260	Sé parte del Progreso también en #Facebook, en el perfil oficial de @hcapriles http://t.co/MfzrMlJZ
261	Si alguien merece hoy un #FF de mi partes es @hcapriles el, que demostro que en la politica si se puede ser honesto. #ElCaminoContinua
262	Necesitamos educación, empleo y una economía que permita que la gente tenga más oportunidades @hcapriles #Video http://t.co/Bd9DrCF4
263	♥.♥ Follow the leader =&gt;&gt; @hcapriles *_____*
264	#FF para los Líderes Regionales: @HenriFalconLara, @hcapriles, @CesarPerezVivas, @PabloPerezOf, @hfsalasromer, @MorelRR. GANAREMOS!
265	@hcapriles todavía sigues en Lara?
266	Saludos desde Merida!! Paseo para los Andes inspirados x los recorridos de @hcapriles, para quitarnos el #GuayaboElectoral DTB flaco
267	Dondo estara  Mi flaco?..  @hcapriles
268	#16D #MIRANDA...TÚ DECIDES...@hcapriles: A Miranda no regresan ni los tramposos ni los pillos...VS...ENCAPUCHADO JAUA... - @tbenavides1
269	.@HCapriles: “No tengan duda: a Miranda no van a regresar los tramposos” - http://t.co/2CsWcZx1 
270	@hcapriles lograste tanto q hasta promoviste turismo nacional con esas visitas hermosas y alegres de tus concentraciones.
271	¡Buenos días, venezolanos! Sigo trabajando para todos y por todos los venezolanos ¡Arriba Venezuela!. @HCapriles
272	ASÌ VOTÒ EL @cardenal_urosa http://t.co/GPgbgfuV @chavezcandanga @vtvcanal8 @telesurtv @noticierovv @globovision @hcapriles #cne #mud @CNN
273	@noticias24: Desacuerdo en la MUD por candidatura a la Gobernación de Monagas http://t.co/6w0PUt96 Ojo con esto @hcapriles sino Monagas -1
274	@jauaMIranda @hcapriles,hla,xq no dejan de descalificar el trab de @hcapriles y siguen su ej de trabajo para el pueblo y respto a los demas!
275	Si @hcapriles hubiera esperado un poco mas para comprobar 100% el no fraude..Hizo un @manuelrosalesg. Lo peor,asegurar elecciones en Miranda
276	No queremos más excusas de @hcapriles. Miranda no será premio de consolación del candidato perdedor. ¡¡VAMOS A RECUPERAR MIRANDA!!!
277	FWD: Fwd: http://t.co/PPUTPIkp se suma importancia para el País @hcapriles @NelsonBocaranda
278	@hcapriles hola capriles yo te aproyo y hay un caminooo cuidarte espero q siga mejor
279	@unidadvenezuela: ¡Buenos días, venezolanos! Sigo trabajando para todos y por todos los venezolanos ¡Arriba Venezuela!. @HCapriles
280	@hcapriles Capriles debes dar un recorrido al Pais, hay que motivar a la gente.
281	#FF a @hcapriles por ser tan bello, tolerante,respetuoso y porque algun dia  no muy lejano sera  el presidente de venezuela.
282	Cuya única diferencia es: Uno sale por el este, el otro nos marca el Norte. RT @milagrosblue: Se les saluda. Mi #FF al sol y @hcapriles
283	A VOTAR a devolverle un poquito a @hcapriles y a su Gran Equipo lo q hicieron en estos 4 meses de recorrido por el Pais ,porq lo merecemos!!
284	No queremos más excusas de @hcapriles. Miranda no será premio de consolación del candidato perdedor. ¡¡VAMOS A RECUPERAR MIRANDA!!!
285	No queremos más excusas de @hcapriles. Miranda no será premio de consolación del candidato perdedor. ¡¡VAMOS A RECUPERAR MIRANDA!!!
286	RT @hcapriles: Veo candidatos del Gobierno que ni votan en los Edos que se postulan, que burla al pueblo. Más razones para votar el 16D.
287	@nelsonbocaranda @runrunesweb @hcapriles Seria un buen detalle de Capriles visitar ese niño Asi recojeria las lágrimas de toda Venezuela
288	¡Buenos días, venezolanos! Sigo trabajando para todos y por todos los venezolanos ¡Arriba Venezuela!. @HCapriles
289	@hcapriles ... Buenos dias... ♥
290	@hcapriles #caprilistadecorazonyconvicción
291	Eliminen el arma nazi dl #CNE #EliminenLasCaptaHuellasYa @ElVotoEsSecreto @Tururunes @hcapriles @Los_sinluzve @MariaCorinaYA @fariasjoseluis
292	¡Buenos días, venezolanos! Sigo trabajando para todos y por todos los venezolanos ¡Arriba Venezuela!. @HCapriles
293	Ayer @VP_Miranda acompañó a @hcapriles en la inscripción de su candidatura a @gobiernomiranda http://t.co/w4q3Qo2b
294	Si vas a las playas mirandinas este fin de semana largo, aprovecha de hablar con la gente sobre la candidatura de @hcapriles
295	Si vas a las playas mirandinas este fin de semana largo, aprovecha de hablar con la gente sobre la candidatura de @hcapriles
296	RT @hcapriles: Veo candidatos del Gob que ni votan en los Edos que se postulan,que burla al pueblo!Más razones para votar el 16D!
297	@hcapriles Con que animos se vota aqui en Cojedes hay demasiados chavistas. Por aqui la gente aun no cree
298	RT @hcapriles: Veo candidatos del Gob que ni votan en los Edos que se postulan,que burla al pueblo!Más razones para votar el 16D!
299	@hcapriles buenos dias gobernador de la sonrisa linda y presidente de ♥
300	@hcapriles un regalito que te envio de mi isla http://t.co/mqyoBpPS
301	Ayer @VP_Miranda acompañó a @hcapriles en la inscripción de su candidatura a @gobiernomiranda http://t.co/w4q3Qo2b
302	@hcapriles @ALDOMBELLIN   Irregularidades en padrón de Venezuela elecciones de 2012. http://t.co/hL7qWByh Ver video en http://t.co/1vnk8wDD”
303	@Los_sinluzve @marigraz @elvotoessecreto @tururunes @hcapriles @mariacorinaya EL REP. Limpienlo vamos hacer presión que nos oigan
304	@hcapriles !buenos dias henrique, tu eres el futuro de venezuela, pero tienes que revizar bien tus jefes de campaña por municipio.
305	@hcapriles @ComandoVENE seguiremos apoyando el cambio!! Tu mensaje es claro... Por eso mi apoyo condicional http://t.co/xe1E99Ph
306	La UNION que hemos logrado con @hcapriles es hermosa... Recuerden que la unión en el rebaño obliga al león a acostarse con hambre.
307	#16D #MIRANDA...TÚ DECIDES...@hcapriles: La corrupción no volverá...vs...ENCAPUCHADO: Mi rival es un fraude...@7Oct2012 @Reportero24
308	@eltopomaracay @marlenherbert @PiliVarela77 @Yayita9 @cechicg @hcapriles @Nebay @alexaias0409 #FF pa'to2 con abrazotes verde esperanza☺
309	@hcapriles yo sigo tu camino, siempre #HayUnCamino.
310	@hcapriles Un día por delante te espera para regalarte los mejores momentos. #FF
311	La UNION que hemos logrado con @hcapriles es hermosa... Recuerden que la unión en el rebaño obliga al león a acostarse con hambre.
312	Muy buenos días,saludamos hoy 12 Octubre a nuestros Hermanos Indígenas en toda Venezuela,sigo con uds para lograr lo que les corresponde
313	@hcapriles fui el primer rt &lt;3
314	@hcapriles que dios te bendiga :=)
315	@hcapriles ¿Revisaron todas las papeletas de resultados en toda Venezuela?¿Cómo es posible hayamos perdido en todos los estados menos dos?
316	Invito a todos los venezolanos que deseamos la liberación de los presos políticos a solicitárselo al presidente @ChavezCandanga @HCapriles
317	Si vas a las playas mirandinas este fin de semana largo, aprovecha de hablar con la gente sobre la candidatura de @hcapriles
318	Muy buenos días @hcapriles, @HayUnCamino, con nuestra voluntad haremos el cambio + en nuestro hermoso castillo Venezuela, sigamos adelante
319	@hcapriles eres una persona super increible te deseo muchos exitos en tu vida! Kmo me hubiese encantado q fueras nuestro presidente☹
320	Seguimos avanzando,ayer acompañamos a @hcapriles en su postulación ante el CNE como Gobernador d la Unidad para el Edo Miranda.!
321	@hcapriles Dios t bendiga y pa' lante
322	@hcapriles buenos dias mi flaco que Dios te llene de Salud y vida para lograr lo que se quiere
323	@hcapriles y es mi cumpleee! :D
324	@hcapriles feliz dia para ti tambien a seguri luchando x el cambio
325	veee @hcapriles tienes más tweets que yo! u.u jajaj
326	@hcapriles Mi viejo cuando visitas Merida de nuevo?
327	@hcapriles y nosotros seguimos contigo... Siempre..!!! @HayUnCamino
328	@hcapriles Buenos Dias! Besos desde COLOMBIA
329	@hcapriles Buenos días, tienes mucha razón nuestros hermanos indígenas son patrimonio cultural histórico de Venezuela
330	@Skyshyne @GordoZerpa @dcabellor Diferente? Hay temas estructurales que están siendo atacados: inseguridad e inflación. Lo demás es avance!!
331	@hcapriles eres el PRESIDENTE de la Venezuela de futuro y progreso!!A 10 domingos de las elecciones gubernamentales sigo activa! Si se puede
332	@hcapriles Seguir en la lucha de una mejor Venezuela para todos los venezolanos.♥
333	@hcapriles . Hay que seguir dandolo todo por vzla . Mas de 6,5 millones de vzlanos creemos en ti mi flaco. Dios te bendiga ! .
334	@hcapriles desde Colombia un saludo de mucha energía y usted sera presidente de Venezuela
335	@majoauday Definitivamente. Yo quería que @hcapriles me mostrara los espejos.
336	@hcapriles excelente campana, Venezuela necesita líderes como usted.En Colombia te apoyamos👍
337	@hcapriles henrique como éstas?? Más descansado? Tengo una preocupación y quisiera planteartela. Tienes algún correo?
338	#lider @hcapriles #ElCᵃᵐᶤᶰᵒContinua !  #Libres Vamos a Primarias! MAJUNCHES Son los rojos rojitos! A ellos les imponen candidatos #Caos
339	@hcapriles aca en Lara yo sigo apoyando el PROGRESO!
340	Seguimos avanzando,ayer acompañamos a @hcapriles en su postulación ante el CNE como Gobernador d la Unidad para el Edo Miranda.!
341	@TamaraAdrian que esperas si mismos gays chavistas hicieron campaña homofobicaa @hcapriles
342	@hcapriles Le expreso mi total reconocimiento por su carrera y lamento que ud. no sea el Presidente de Venezuela. Saludos desde #Mexico
343	@hcapriles Venezuela siempre estará contigo mi flaquito se te quiere muchísimo
344	@hcapriles q les vas a dar el c....ese es d. Briquet x q en tu estado Miranda no has  hecho nada
345	@hcapriles cada vez que leo tus tweet es imaginarme tu voz «3
346	@hcapriles La razón: su dimensión continental juventudes democráticas A.L.
347	@hcapriles como no pensar en que nos arrebataron el triunfo si este gobierno siempre nos ha tenido sometidos a sus fraudes... Alza la voz VE
348	@hcapriles vayalo capriles muy bonitos tus deseos, pero.... Y q paso por fin con el fraude? Cuentame chamo.. Cual fue el trato?
349	@hcapriles apoyo el autobús del progreso al 100% pero la @Carabobo_Gob no gana aquí !!Nadie los quiere #NiSalasNiAmeliachEnCarabobo
350	A quién no le guste la inseguridad que se vaya RT @DolarToday : Hieren a diputado indígena del PSUV para atracarlo en Apure./ @dcabellor
351	Seguimos avanzando,ayer acompañamos a @hcapriles en su postulación ante el CNE como Gobernador d la Unidad para el Edo Miranda.!
352	@hcapriles Buen dia mi flaco,nos qdamos esperandot n Bqto acompañando a HF en su postulacion pq @HayUnCamino
353	@hcapriles completamente cierto mi presi&lt;3.
354	@hcapriles: Veo candidatos del Gob que ni votan en los Edos que se postulan,que burla al pueblo!Más razones para votar el 16D!
355	@hcapriles ESO SE VOLVIO PROMESA IGUAL Q LOS EMPLEOS,LAS CASAS,AGUA,LUZ ...................................
356	@hcapriles buenos dias mi vida bella, yo tambien sigo contigo, Dios te bendiga .
357	@hcapriles aunq p ahí traten d convencer q si negociaste t digo q cuentas conmigo YO creo en TI y en tu gestión mi colaboración al 100% p Ti
358	@hcapriles te amo
359	RT @unidadvenezuela: El radicalismo le ha hecho mucho daño a este país, vamos a construir una nueva Venezuela. @HCapriles
360	@cbt0710: @TrapieLLo Así Gobierna la Drecha,Ptare Inundada en Basura.Gracias @hcapriles y @CarlosOcariz http://t.co/XmTAhWo1 @JauaMiranda
361	Hola @hcapriles no hay nada de malo que te diga Gobernador Saliente verdad?
362	Buenos dias @hcapriles
363	Tengo la esperanza puesta en q @hcapriles sera el nuevo Presidente de Venezuela lo tengo por seguro :)
364	RT @hcapriles: La situación del Lago de Valencia es un ejemplo de desidia,de incompetencia,una emergencia anunciada desde hace mucho tiempo
365	@hcapriles Si pero mucha gente no piensa en eso, se conforman con un bosal de arepas. Y llevan a esto
366	@hcapriles me voy para miranda sigue el camino y los venezolanos aun siguen contigo tkm
367	@hcapriles La situación del puente sobre el lago de Maracaibo es terrible desde hace mucho tiempo...
